index,num
1644,917
1645,792
1646,353
1647,057
1648,633
1649,722
1650,775
1651,839
1652,059
1653,975
1654,638
1655,927
1656,784
1657,198
1658,896
1659,823
1660,554
1661,138
1662,783
1663,852
1664,542
1665,571
1666,193
1667,928
1668,616
1669,026
1670,968
1671,175
1672,990
1673,871
1674,673
1675,269
1676,448
1677,288
1678,775
1679,650
1680,832
1681,741
1682,237
1683,797
1684,461
1685,453
1686,015
1687,097
1688,918
1689,357
1690,559
1691,180
1692,538
1693,906
1694,808
1695,639
1696,948
1697,893
1698,533
1699,047
1700,844
1701,678
1702,469
1703,449
1704,924
1705,759
1706,855
1707,104
1708,463
1709,477
1710,692
1711,803
1712,280
1713,101
1714,347
1715,846
1716,792
1717,610
1718,161
1719,257
1720,028
1721,033
1722,863
1723,164
1724,616
1725,916
1726,836
1727,646
1728,908
1729,062
1730,266
1731,998
1732,119
1733,674
1734,897
1735,733
1736,675
1737,433
1738,771
1739,884
1740,801
1741,503
1742,916
1743,846
1744,188
1745,979
1746,293
1747,562
1748,021
1749,696
1750,870
1751,634
1752,092
1753,086
1754,559
1755,571
1756,029
1757,064
1758,148
1759,358
1760,399
1761,901
1762,484
1763,606
1764,433
1765,131
1766,455
1767,965
1768,743
1769,617
1770,755
1771,679
1772,643
1773,032
1774,431
1775,050
1776,259
1777,331
1778,831
1779,321
1780,164
1781,020
1782,435
1783,790
1784,955
1785,645
1786,323
1787,678
1788,740
1789,794
1790,619
1791,853
1792,261
1793,630
1794,028
1795,439
1796,587
1797,829
1798,748
1799,490
1800,483
1801,575
1802,372
1803,575
1804,273
1805,115
1806,872
1807,036
1808,422
1809,913
1810,940
1811,528
1812,326
1813,686
1814,735
1815,049
1816,861
1817,074
1818,387
1819,212
1820,694
1821,994
1822,176
1823,109
1824,423
1825,694
1826,299
1827,908
1828,493
1829,962
1830,287
1831,941
1832,598
1833,873
1834,293
1835,896
1836,792
1837,198
1838,173
1839,850
1840,795
1841,858
1842,640
1843,269
1844,178
1845,333
1846,862
1847,612
1848,696
1849,127
1850,691
1851,150
1852,572
1853,420
1854,980
1855,567
1856,618
1857,218
1858,878
1859,878
1860,117
1861,095
1862,890
1863,236
1864,926
1865,299
1866,675
1867,702
1868,733
1869,544
1870,847
1871,973
1872,496
1873,638
1874,806
1875,666
1876,129
1877,190
1878,141
1879,742
1880,674
1881,558
1882,914
1883,076
1884,528
1885,051
1886,932
1887,172
1888,370
1889,647
1890,269
1891,924
1892,183
1893,856
1894,273
1895,937
1896,656
1897,924
1898,321
1899,374
1900,845
1901,535
1902,899
1903,349
1904,874
1905,104
1906,522
1907,815
1908,892
1909,859
1910,468
1911,062
1912,019
1913,121
1914,955
1915,918
1916,586
1917,875
1918,402
1919,161
1920,898
1921,890
1922,448
1923,633
1924,461
1925,757
1926,924
1927,813
1928,113
1929,874
1930,402
1931,595
1932,887
1933,559
1934,700
1935,236
1936,113
1937,703
1938,243
1939,286
1940,440
1941,483
1942,850
1943,588
1944,121
1945,855
1946,679
1947,303
1948,992
1949,713
1950,630
1951,663
1952,368
1953,972
1954,131
1955,861
1956,432
1957,414
1958,312
1959,192
1960,460
1961,092
1962,395
1963,697
1964,359
1965,042
1966,826
1967,533
1968,407
1969,675
1970,455
1971,198
1972,058
1973,719
1974,692
1975,049
1976,555
1977,536
1978,649
1979,808
1980,652
1981,778
1982,833
1983,218
1984,258
1985,824
1986,129
1987,061
1988,090
1989,942
1990,726
1991,522
1992,949
1993,438
1994,305
1995,847
1996,581
1997,908
1998,580
1999,900
2000,440
2001,325
2002,567
2003,537
2004,810
2005,525
2006,574
2007,311
2008,624
2009,594
2010,412
2011,815
2012,539
2013,874
2014,008
2015,842
2016,268
2017,315
2018,453
2019,519
2020,449
2021,027
2022,240
2023,705
2024,939
2025,964
2026,160
2027,172
2028,378
2029,308
2030,321
2031,477
2032,974
2033,417
2034,938
2035,415
2036,403
2037,971
2038,977
2039,231
2040,732
2041,149
2042,550
2043,334
2044,034
2045,632
2046,707
2047,001
2048,984
2049,771
2050,746
2051,330
2052,121
2053,368
2054,379
2055,266
2056,646
2057,165
2058,715
2059,183
2060,223
2061,974
2062,621
2063,519
2064,926
2065,301
2066,456
2067,123
2068,157
2069,306
2070,701
2071,654
2072,399
2073,231
2074,172
2075,302
2076,827
2077,936
2078,466
2079,725
2080,594
2081,716
2082,178
2083,544
2084,826
2085,522
2086,803
2087,821
2088,407
2089,353
2090,642
2091,428
2092,156
2093,386
2094,392
2095,242
2096,556
2097,045
2098,405
2099,032
2100,642
2101,135
2102,560
2103,989
2104,236
2105,222
2106,584
2107,791
2108,106
2109,757
2110,859
2111,925
2112,482
2113,278
2114,453
2115,447
2116,656
2117,012
2118,055
2119,128
2120,591
2121,170
2122,778
2123,586
2124,867
2125,864
2126,398
2127,752
2128,600
2129,089
2130,857
2131,287
2132,938
2133,818
2134,391
2135,254
2136,971
2137,931
2138,498
2139,509
2140,318
2141,081
2142,112
2143,987
2144,189
2145,700
2146,035
2147,478
2148,822
2149,703
2150,975
2151,912
2152,730
2153,152
2154,830
2155,494
2156,239
2157,678
2158,585
2159,387
2160,353
2161,626
2162,677
2163,571
2164,150
2165,400
2166,092
2167,198
2168,169
2169,618
2170,755
2171,233
2172,673
2173,145
2174,461
2175,938
2176,762
2177,691
2178,842
2179,009
2180,644
2181,809
2182,958
2183,863
2184,236
2185,525
2186,744
2187,884
2188,785
2189,561
2190,278
2191,864
2192,757
2193,832
2194,966
2195,604
2196,171
2197,391
2198,614
2199,685
2200,130
2201,079
2202,675
2203,038
2204,254
2205,018
2206,928
2207,418
2208,955
2209,409
2210,638
2211,334
2212,785
2213,892
2214,679
2215,762
2216,652
2217,145
2218,013
2219,601
2220,781
2221,395
2222,373
2223,361
2224,326
2225,469
2226,517
2227,515
2228,426
2229,306
2230,839
2231,943
2232,580
2233,033
2234,579
2235,888
2236,761
2237,896
2238,538
2239,958
2240,768
2241,294
2242,304
2243,715
2244,182
2245,029
2246,965
2247,682
2248,443
2249,972
2250,900
2251,978
2252,651
2253,178
2254,810
2255,066
2256,875
2257,297
2258,390
2259,018
2260,004
2261,982
2262,488
2263,514
2264,309
2265,170
2266,122
2267,699
2268,745
2269,014
2270,086
2271,014
2272,610
2273,569
2274,705
2275,435
2276,599
2277,802
2278,215
2279,276
2280,175
2281,128
2282,472
2283,348
2284,956
2285,616
2286,648
2287,199
2288,022
2289,858
2290,842
2291,686
2292,685
2293,633
2294,139
2295,317
2296,281
2297,440
2298,240
2299,418
2300,411
2301,048
2302,849
2303,022
2304,631
2305,197
2306,909
2307,401
2308,601
2309,279
2310,889
2311,457
2312,478
2313,412
2314,499
2315,946
2316,422
2317,165
2318,230
2319,237
2320,617
2321,668
2322,679
2323,621
2324,774
2325,117
2326,670
2327,212
2328,724
2329,162
2330,751
2331,779
2332,627
2333,046
2334,276
2335,655
2336,970
2337,907
2338,357
2339,302
2340,119
2341,728
2342,874
2343,950
2344,677
2345,316
2346,613
2347,183
2348,975
2349,842
2350,772
2351,342
2352,041
2353,471
2354,739
2355,453
2356,091
2357,596
2358,704
2359,538
2360,272
2361,474
2362,809
2363,215
2364,401
2365,070
2366,991
2367,777
2368,597
2369,009
2370,816
2371,960
2372,856
2373,703
2374,943
2375,618
2376,271
2377,202
2378,808
2379,200
2380,372
2381,286
2382,141
2383,568
2384,066
2385,733
2386,141
2387,626
2388,475
2389,142
2390,271
2391,900
2392,325
2393,963
2394,008
2395,169
2396,003
2397,531
2398,140
2399,801
2400,703
2401,117
2402,928
2403,750
2404,158
2405,311
2406,247
2407,812
2408,016
2409,677
2410,551
2411,667
2412,725
2413,764
2414,483
2415,734
2416,200
2417,200
2418,425
2419,532
2420,801
2421,148
2422,417
2423,953
2424,718
2425,621
2426,472
2427,232
2428,748
2429,432
2430,314
2431,675
2432,223
2433,440
2434,544
2435,972
2436,321
2437,817
2438,802
2439,157
2440,234
2441,187
2442,591
2443,015
2444,493
2445,410
2446,468
2447,560
2448,950
2449,136
2450,327
2451,618
2452,053
2453,213
2454,562
2455,247
2456,969
2457,625
2458,942
2459,108
2460,449
2461,226
2462,600
2463,089
2464,150
2465,996
2466,634
2467,758
2468,178
2469,868
2470,654
2471,424
2472,862
2473,278
2474,870
2475,933
2476,560
2477,381
2478,425
2479,020
2480,879
2481,908
2482,415
2483,707
2484,082
2485,588
2486,341
2487,260
2488,927
2489,075
2490,308
2491,420
2492,155
2493,640
2494,669
2495,012
2496,514
2497,630
2498,300
2499,817
2500,885
2501,610
2502,654
2503,534
2504,799
2505,797
2506,724
2507,685
2508,328
2509,001
2510,243
2511,715
2512,308
2513,233
2514,776
2515,828
2516,614
2517,593
2518,509
2519,762
2520,826
2521,845
2522,631
2523,412
2524,461
2525,434
2526,573
2527,147
2528,069
2529,320
2530,776
2531,319
2532,031
2533,529
2534,648
2535,134
2536,133
2537,070
2538,484
2539,686
2540,787
2541,788
2542,660
2543,596
2544,403
2545,660
2546,011
2547,992
2548,779
2549,481
2550,814
2551,571
2552,195
2553,404
2554,828
2555,118
2556,586
2557,050
2558,611
2559,445
2560,753
2561,667
2562,117
2563,413
2564,566
2565,597
2566,308
2567,477
2568,890
2569,283
2570,472
2571,169
2572,400
2573,910
2574,396
2575,401
2576,870
2577,925
2578,125
2579,397
2580,315
2581,916
2582,179
2583,938
2584,263
2585,943
2586,124
2587,775
2588,714
2589,967
2590,401
2591,972
2592,183
2593,637
2594,713
2595,117
2596,769
2597,948
2598,854
2599,023
2600,748
2601,125
2602,087
2603,869
2604,870
2605,412
2606,114
2607,227
2608,108
2609,679
2610,643
2611,109
2612,617
2613,831
2614,668
2615,207
2616,047
2617,569
2618,759
2619,613
2620,275
2621,308
2622,354
2623,619
2624,875
2625,996
2626,406
2627,524
2628,209
2629,536
2630,934
2631,066
2632,175
2633,814
2634,548
2635,974
2636,819
2637,818
2638,658
2639,466
2640,183
2641,781
2642,613
2643,381
2644,605
2645,923
2646,422
2647,891
2648,089
2649,195
2650,166
2651,222
2652,236
2653,070
2654,156
2655,809
2656,196
2657,395
2658,878
2659,992
2660,711
2661,733
2662,040
2663,259
2664,382
2665,248
2666,271
2667,376
2668,436
2669,420
2670,824
2671,434
2672,565
2673,935
2674,298
2675,130
2676,805
2677,507
2678,129
2679,833
2680,760
2681,469
2682,977
2683,584
2684,336
2685,624
2686,834
2687,032
2688,799
2689,728
2690,565
2691,446
2692,225
2693,545
2694,076
2695,368
2696,341
2697,684
2698,853
2699,943
2700,280
2701,493
2702,145
2703,721
2704,071
2705,767
2706,951
2707,153
2708,113
2709,493
2710,295
2711,132
2712,659
2713,572
2714,911
2715,709
2716,837
2717,803
2718,024
2719,505
2720,747
2721,414
2722,578
2723,611
2724,309
2725,286
2726,977
2727,864
2728,141
2729,790
2730,184
2731,204
2732,967
2733,887
2734,702
2735,660
2736,973
2737,342
2738,676
2739,502
2740,875
2741,640
2742,606
2743,026
2744,050
2745,385
2746,967
2747,941
2748,476
2749,437
2750,336
2751,200
2752,589
2753,891
2754,551
2755,198
2756,237
2757,756
2758,355
2759,812
2760,552
2761,232
2762,619
2763,112
2764,845
2765,523
2766,032
2767,850
2768,999
2769,900
2770,271
2771,035
2772,579
2773,919
2774,236
2775,258
2776,029
2777,452
2778,227
2779,422
2780,562
2781,351
2782,252
2783,677
2784,829
2785,932
2786,747
2787,350
2788,295
2789,726
2790,959
2791,768
2792,135
2793,071
2794,232
2795,650
2796,738
2797,063
2798,179
2799,389
2800,122
2801,963
2802,856
2803,581
2804,334
2805,066
2806,117
2807,640
2808,848
2809,484
2810,527
2811,157
2812,443
2813,714
2814,921
2815,810
2816,507
2817,999
2818,986
2819,229
2820,860
2821,659
2822,463
2823,698
2824,862
2825,848
2826,258
2827,638
2828,448
2829,643
2830,629
2831,696
2832,354
2833,618
2834,815
2835,558
2836,420
2837,265
2838,304
2839,928
2840,142
2841,954
2842,368
2843,802
2844,371
2845,108
2846,802
2847,916
2848,948
2849,041
2850,752
2851,227
2852,162
2853,093
2854,949
2855,428
2856,427
2857,832
2858,514
2859,919
2860,803
2861,017
2862,786
2863,417
2864,169
2865,589
2866,182
2867,727
2868,520
2869,567
2870,951
2871,895
2872,882
2873,998
2874,328
2875,239
2876,999
2877,313
2878,168
2879,030
2880,027
2881,606
2882,549
2883,091
2884,554
2885,089
2886,505
2887,554
2888,497
2889,104
2890,023
2891,458
2892,274
2893,458
2894,824
2895,287
2896,867
2897,105
2898,890
2899,731
2900,395
2901,523
2902,883
2903,548
2904,223
2905,551
2906,396
2907,216
2908,793
2909,827
2910,990
2911,539
2912,014
2913,828
2914,673
2915,011
2916,076
2917,403
2918,054
2919,607
2920,424
2921,232
2922,193
2923,931
2924,633
2925,092
2926,530
2927,553
2928,371
2929,199
2930,054
2931,296
2932,551
2933,698
2934,496
2935,685
2936,007
2937,736
2938,257
2939,119
2940,221
2941,393
2942,257
2943,884
2944,442
2945,961
2946,475
2947,155
2948,376
2949,663
2950,619
2951,188
2952,072
2953,214
2954,618
2955,433
2956,496
2957,196
2958,296
2959,581
2960,936
2961,870
2962,915
2963,851
2964,722
2965,368
2966,680
2967,435
2968,611
2969,704
2970,932
2971,228
2972,207
2973,227
2974,666
2975,254
2976,204
2977,880
2978,895
2979,624
2980,676
2981,742
2982,503
2983,279
2984,692
2985,719
2986,656
2987,139
2988,703
2989,697
2990,345
2991,272
2992,153
2993,448
2994,731
2995,897
2996,920
2997,852
